filename,pitch,roll,x,y,yaw,z
img142.png,0.0,0.0,-1.8725351221391033,-1.0510720558380309,103.10893286675457,1.5
img143.png,0.0,0.0,-1.8486021934286105,-1.0566453563473484,102.23451641026344,1.5
img144.png,0.0,0.0,-1.8244591079557813,-1.06188050246453,101.3357748714632,1.5
img145.png,0.0,0.0,-1.8001006633961119,-1.0667636183775415,100.413584903143,1.5
img146.png,0.0,0.0,-1.7755216222160506,-1.0712807408816942,99.46889972065331,1.5
img147.png,0.0,0.0,-1.7507167116729878,-1.075417819379645,98.50274912094312,1.5
img148.png,0.0,0.0,-1.7256806238152667,-1.0791607158813992,97.51623862014252,1.5
img149.png,0.0,0.0,-1.7004080154821737,-1.082495205004304,96.51054765670942,1.5
img150.png,0.0,0.0,-1.6748935083039465,-1.085406973973058,95.48692682308914,1.5
img151.png,0.0,0.0,-1.649131688701769,-1.087881622619702,94.44669410784724,1.5
img152.png,0.0,0.0,-1.6231171078877722,-1.089904663383626,93.3912301510913,1.5
img153.png,0.0,0.0,-1.596844281865037,-1.0914615213115637,92.32197253894189,1.5
img154.png,0.0,0.0,-1.5703076914275877,-1.0925375340575951,91.24040918631886,1.5
img155.png,0.0,0.0,-1.5435017821604013,-1.0931179518831502,90.14807088108776,1.5
img156.png,0.0,0.0,-1.516420964439399,-1.0931879376569995,89.04652308548073,1.5
img157.png,0.0,0.0,-1.4890596134314524,-1.0927325668552643,87.93735711153204,1.5
img158.png,0.0,0.0,-1.461412069094377,-1.0917368275614097,86.82218080564749,1.5
img159.png,0.0,0.0,-1.433472636176941,-1.0901856204662477,85.7026088918258,1.5
img160.png,0.0,0.0,-1.4052355842188562,-1.0880637588679365,84.5802531333894,1.5
img161.png,0.0,0.0,-1.3766951475507843,-1.0853559686719807,83.45671247850275,1.5
img162.png,0.0,0.0,-1.3478455252943333,-1.0820468883912309,82.33356335506829,1.5
img163.png,0.0,0.0,-1.318680881362059,-1.0781210691458836,81.21235027589907,1.5
img164.png,0.0,0.0,-1.2891953444574678,-1.0735629746634816,80.09457690542314,1.5
img165.png,0.0,0.0,-1.2593830080750084,-1.0683569812789149,78.98169772516988,1.5
img166.png,0.0,0.0,-1.2292379305000822,-1.0624873779344175,77.87511041759288,1.5
img167.png,0.0,0.0,-1.1987541348090347,-1.0559383661795732,76.7761490670852,1.5
img168.png,0.0,0.0,-1.1679256088691647,-1.0486940601713082,75.68607825450945,1.5
img169.png,0.0,0.0,-1.136746305338709,-1.0407384866738965,74.60608809783858,1.5
img170.png,0.0,0.0,-1.1052101416668623,-1.0320555850589588,73.53729026789688,1.5
img171.png,0.0,0.0,-1.0733110000937605,-1.0226292073054621,72.48071498522434,1.5
img172.png,0.0,0.0,-1.04104272765049,-1.012443117999717,71.43730898283923,1.5
img173.png,0.0,0.0,-1.0083991361590847,-1.001480994335385,70.4079344004744,1.5
img174.png,0.0,0.0,-0.9753740022325239,-0.9897264261134692,69.39336855953391,1.5
